Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Sex,Letter,Season,Weapon,Other,PLO,Either sex,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx
741,All Archery Seasons,12,1,13,35,38,280,NA,NA,NA,A,NA,NA,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 All Archery Seasons,45.9,1490.9,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
741,"All Damage, Auction/Raffle & Misc. Hunts",0,3,3,5,60,8,NA,NA,NA,NA,NA,NA,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025","741 All Damage, Auction/Raffle & Misc. Hunts",6.6,213,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
741,2nd season rifle Antlered (Does not include PLO),26,NA,26,54,48,NA,NA,O,109,R,NA,NA,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 2nd season rifle Antlered (Does not include PLO),70.8,2300.2,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
741,3rd season rifle Antlered (Does not include PLO),17,NA,17,25,69,NA,NA,O,239,R,NA,NA,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 3rd season rifle Antlered (Does not include PLO),32.8,1064.9,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
741,4th  season rifle Antlered (Does not include PLO),12,NA,12,15,78,NA,NA,O,344,R,NA,NA,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 4th  season rifle Antlered (Does not include PLO),19.7,638.9,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
741,2nd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,2,R,NA,NA,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
741,3rd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,3,R,NA,NA,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
741,4th  season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,4,R,NA,NA,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
741,Either Sex Muzzleloader,3,3,6,19,30,95,NA,NA,NA,NA,NA,NA,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 Either Sex Muzzleloader,24.9,809.3,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
741,Antlered Muzzleloader,3,NA,3,15,18,NA,NA,NA,NA,NA,NA,NA,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 Antlered Muzzleloader,19.7,638.9,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
741,Antlerless Muzzleloader,NA,3,3,4,75,NA,NA,NA,NA,NA,NA,NA,NA,  762,   23,3%,37.14199805671205,-108.0967104626059,"  487,967","   15,025",741 Antlerless Muzzleloader,5.2,170.4,https://webmap.onxmaps.com/hunt/map#9.45/37.141998056712/-108.096710462606
751,All manners of take,365,66,431,769,56,3396,NA,NA,NA,NA,NA,NA,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 All manners of take,1045.8,1468.2,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,All Rifle,335,57,392,645,61,2592,NA,NA,NA,NA,NA,R,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 All Rifle,877.1,1231.5,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,Early and Late Seasons (Includes PLOs),0,23,23,32,71,158,NA,NA,NA,NA,NA,NA,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 Early and Late Seasons (Includes PLOs),43.5,61.1,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,2nd Rifle Seasons,165,2,168,292,57,1283,NA,O,2,R,Included,Included,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 2nd Rifle Seasons,397.1,557.5,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,3rd Rifle Seasons,143,13,155,259,60,955,NA,O,3,R,Included,Included,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 3rd Rifle Seasons,352.2,494.5,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,4th Rifle Seasons,27,19,47,61,76,196,NA,O,4,R,Included,Included,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 4th Rifle Seasons,83,116.5,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,All Archery Seasons,13,9,22,62,35,568,NA,NA,NA,A,NA,NA,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 All Archery Seasons,84.3,118.4,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,2nd season rifle Antlered (Does not include PLO),156,NA,156,266,59,NA,NA,O,111,R,NA,NA,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 2nd season rifle Antlered (Does not include PLO),361.7,507.9,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,3rd season rifle Antlered (Does not include PLO),116,NA,116,211,55,NA,NA,O,241,R,NA,NA,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 3rd season rifle Antlered (Does not include PLO),286.9,402.9,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,4th  season rifle Antlered (Does not include PLO),17,NA,17,29,59,NA,NA,O,346,R,NA,NA,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 4th  season rifle Antlered (Does not include PLO),39.4,55.4,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,2nd season rifle Antlerless (Does not include PLO),NA,2,2,7,33,NA,FALSE,O,2,R,NA,NA,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 2nd season rifle Antlerless (Does not include PLO),9.5,13.4,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,3rd season rifle Antlerless (Does not include PLO),NA,13,13,15,83,NA,FALSE,O,3,R,NA,NA,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 3rd season rifle Antlerless (Does not include PLO),20.4,28.6,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,4th  season rifle Antlerless (Does not include PLO),NA,9,9,11,80,NA,FALSE,O,4,R,NA,NA,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 4th  season rifle Antlerless (Does not include PLO),15,21,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,Either Sex Muzzleloader,17,0,17,62,28,236,NA,NA,NA,NA,NA,NA,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 Either Sex Muzzleloader,84.3,118.4,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,Antlered Muzzleloader,17,NA,17,58,30,NA,NA,NA,NA,NA,NA,NA,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 Antlered Muzzleloader,78.9,110.7,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
751,Antlerless Muzzleloader,NA,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,  735,  524,71%,37.40007019749088,-107.50599569273044,"  470,619","  335,205",751 Antlerless Muzzleloader,5.4,7.6,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
771,All manners of take,312,42,354,634,56,2364,NA,NA,NA,NA,NA,NA,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 All manners of take,1100.4,5374,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,All Rifle,305,42,347,584,59,2154,NA,NA,NA,NA,NA,R,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 All Rifle,1013.6,4950.2,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,Early and Late Seasons (Includes PLOs),0,17,17,24,71,135,NA,NA,NA,NA,NA,NA,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 Early and Late Seasons (Includes PLOs),41.7,203.4,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,2nd Rifle Seasons,132,6,138,218,63,813,NA,O,2,R,Included,Included,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 2nd Rifle Seasons,378.4,1847.8,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,3rd Rifle Seasons,117,6,123,248,49,935,NA,O,3,R,Included,Included,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 3rd Rifle Seasons,430.5,2102.1,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,4th Rifle Seasons,55,12,67,92,73,268,NA,O,4,R,Included,Included,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 4th Rifle Seasons,159.7,779.8,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,All Archery Seasons,7,0,7,37,18,166,NA,NA,NA,A,NA,NA,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 All Archery Seasons,64.2,313.6,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,"All Damage, Auction/Raffle & Misc. Hunts",1,2,3,3,100,3,NA,NA,NA,NA,NA,NA,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504","771 All Damage, Auction/Raffle & Misc. Hunts",5.2,25.4,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,2nd season rifle Antlered (Does not include PLO),122,NA,122,198,62,NA,NA,O,114,R,NA,NA,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 2nd season rifle Antlered (Does not include PLO),343.7,1678.3,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,3rd season rifle Antlered (Does not include PLO),97,NA,97,215,45,NA,NA,O,244,R,NA,NA,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 3rd season rifle Antlered (Does not include PLO),373.2,1822.4,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,4th  season rifle Antlered (Does not include PLO),45,NA,45,59,76,NA,NA,O,348,R,NA,NA,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 4th  season rifle Antlered (Does not include PLO),102.4,500.1,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,2nd season rifle Antlerless (Does not include PLO),NA,6,6,6,100,NA,FALSE,O,2,R,NA,NA,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 2nd season rifle Antlerless (Does not include PLO),10.4,50.9,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,3rd season rifle Antlerless (Does not include PLO),NA,6,6,9,65,NA,FALSE,O,3,R,NA,NA,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 3rd season rifle Antlerless (Does not include PLO),15.6,76.3,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,4th  season rifle Antlerless (Does not include PLO),NA,12,12,16,75,NA,FALSE,O,4,R,NA,NA,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 4th  season rifle Antlerless (Does not include PLO),27.8,135.6,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,Either Sex Muzzleloader,0,0,0,12,0,44,NA,NA,NA,NA,NA,NA,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 Either Sex Muzzleloader,20.8,101.7,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,Antlered Muzzleloader,0,NA,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 Antlered Muzzleloader,13.9,67.8,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
771,Antlerless Muzzleloader,NA,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,  576,  118,20%,37.12236568053539,-107.2738923628466,"  368,728","   75,504",771 Antlerless Muzzleloader,6.9,33.9,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
791,All manners of take,3,12,15,19,76,71,NA,NA,NA,NA,NA,NA,NA,  524,    7,1%,37.67314397352413,-106.00071206761967,"  335,271","    4,464",791 All manners of take,36.3,2723.9,https://webmap.onxmaps.com/hunt/map#9.45/37.6731439735241/-106.00071206762
791,All Rifle,3,12,15,19,76,71,NA,NA,NA,NA,NA,R,NA,  524,    7,1%,37.67314397352413,-106.00071206761967,"  335,271","    4,464",791 All Rifle,36.3,2723.9,https://webmap.onxmaps.com/hunt/map#9.45/37.6731439735241/-106.00071206762
791,Early and Late Seasons (Includes PLOs),0,12,12,16,78,67,NA,NA,NA,NA,NA,NA,NA,  524,    7,1%,37.67314397352413,-106.00071206761967,"  335,271","    4,464",791 Early and Late Seasons (Includes PLOs),30.5,2293.8,https://webmap.onxmaps.com/hunt/map#9.45/37.6731439735241/-106.00071206762
791,2nd Rifle Seasons,0,0,0,1,0,2,NA,O,2,R,Included,Included,NA,  524,    7,1%,37.67314397352413,-106.00071206761967,"  335,271","    4,464",791 2nd Rifle Seasons,1.9,143.4,https://webmap.onxmaps.com/hunt/map#9.45/37.6731439735241/-106.00071206762
791,3rd Rifle Seasons,3,0,3,3,100,3,NA,O,3,R,Included,Included,NA,  524,    7,1%,37.67314397352413,-106.00071206761967,"  335,271","    4,464",791 3rd Rifle Seasons,5.7,430.1,https://webmap.onxmaps.com/hunt/map#9.45/37.6731439735241/-106.00071206762
791,2nd season rifle Antlered (Does not include PLO),0,NA,0,1,0,NA,NA,O,117,R,NA,NA,NA,  524,    7,1%,37.67314397352413,-106.00071206761967,"  335,271","    4,464",791 2nd season rifle Antlered (Does not include PLO),1.9,143.4,https://webmap.onxmaps.com/hunt/map#9.45/37.6731439735241/-106.00071206762
791,3rd season rifle Antlered (Does not include PLO),3,NA,3,3,100,NA,NA,O,247,R,NA,NA,NA,  524,    7,1%,37.67314397352413,-106.00071206761967,"  335,271","    4,464",791 3rd season rifle Antlered (Does not include PLO),5.7,430.1,https://webmap.onxmaps.com/hunt/map#9.45/37.6731439735241/-106.00071206762
791,2nd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,2,R,NA,NA,NA,  524,    7,1%,37.67314397352413,-106.00071206761967,"  335,271","    4,464",791 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.6731439735241/-106.00071206762
791,3rd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,3,R,NA,NA,NA,  524,    7,1%,37.67314397352413,-106.00071206761967,"  335,271","    4,464",791 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.6731439735241/-106.00071206762
851,All manners of take,45,2,48,95,50,417,NA,NA,NA,NA,NA,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 All manners of take,137.8,1060.5,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,All Rifle,39,2,41,72,57,303,NA,NA,NA,NA,NA,R,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 All Rifle,104.4,803.8,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,All Ranching For Wildlife Seasons,12,0,12,14,86,23,NA,W,NA,NA,NA,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 All Ranching For Wildlife Seasons,20.3,156.3,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,Early and Late Seasons (Includes PLOs),7,2,10,19,50,119,NA,NA,NA,NA,NA,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 Early and Late Seasons (Includes PLOs),27.6,212.1,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,2nd Rifle Seasons,12,0,12,27,44,127,NA,O,2,R,Included,Included,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 2nd Rifle Seasons,39.2,301.4,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,3rd Rifle Seasons,8,0,8,12,66,34,NA,O,3,R,Included,Included,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 3rd Rifle Seasons,17.4,134,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,All Archery Seasons,5,0,5,12,45,66,NA,NA,NA,A,NA,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 All Archery Seasons,17.4,134,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,All Whitetail Only Seasons,7,2,10,19,50,119,NA,NA,NA,NA,white tailed deer only,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 All Whitetail Only Seasons,27.6,212.1,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,All Whitetail Only Rifle Seasons,7,2,10,19,50,119,NA,NA,NA,R,white tailed deer only,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 All Whitetail Only Rifle Seasons,27.6,212.1,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,2nd season rifle Antlered (Does not include PLO),12,NA,12,27,44,NA,NA,O,125,R,NA,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 2nd season rifle Antlered (Does not include PLO),39.2,301.4,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,3rd season rifle Antlered (Does not include PLO),8,NA,8,12,66,NA,NA,O,255,R,NA,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 3rd season rifle Antlered (Does not include PLO),17.4,134,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,2nd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,2,R,NA,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,3rd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,3,R,NA,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,Bosque del Oso  - Archery,0,0,0,10,0,40,NA,NA,NA,NA,NA,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 Bosque del Oso  - Archery,14.5,111.6,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,Bosque del Oso - Muzzleloader,3,0,3,5,60,23,NA,NA,NA,NA,NA,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 Bosque del Oso - Muzzleloader,7.3,55.8,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,Bosque del Oso - 1st Rifle,2,0,2,10,20,40,NA,NA,NA,NA,NA,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 Bosque del Oso - 1st Rifle,14.5,111.6,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,Bosque del Oso - 2nd Rifle,2,0,2,10,20,56,NA,NA,NA,NA,NA,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 Bosque del Oso - 2nd Rifle,14.5,111.6,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,Either Sex Muzzleloader,1,0,1,11,9,47,NA,NA,NA,NA,NA,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 Either Sex Muzzleloader,16,122.8,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
851,Antlered Muzzleloader,1,NA,1,11,9,NA,NA,NA,NA,NA,NA,NA,NA,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 Antlered Muzzleloader,16,122.8,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
