Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Sex,Letter,Season,Weapon,Other,PLO,Either sex,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx
6,All manners of take,106,2,108,215,50,1049,NA,NA,NA,NA,NA,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All manners of take,348.1,505.9,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,All Rifle,97,2,98,148,66,634,NA,NA,NA,NA,NA,R,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Rifle,239.6,348.2,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,All High Country Rifle Seasons,29,0,29,50,57,219,NA,NA,NA,E,1,R,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All High Country Rifle Seasons,80.9,117.6,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,All Ranching For Wildlife Seasons,3,0,3,4,75,10,NA,W,NA,NA,NA,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Ranching For Wildlife Seasons,6.5,9.4,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,Early and Late Seasons (Includes PLOs),0,2,2,8,21,19,NA,NA,NA,NA,NA,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 Early and Late Seasons (Includes PLOs),13,18.8,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,2nd Rifle Seasons,64,0,64,90,72,424,NA,O,2,R,Included,Included,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 2nd Rifle Seasons,145.7,211.8,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,3rd Rifle Seasons,20,0,20,28,71,116,NA,O,3,R,Included,Included,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 3rd Rifle Seasons,45.3,65.9,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,4th Rifle Seasons,10,0,10,19,51,65,NA,O,4,R,Included,Included,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 4th Rifle Seasons,30.8,44.7,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,All Archery Seasons,0,0,0,32,0,212,NA,NA,NA,A,NA,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Archery Seasons,51.8,75.3,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,All Whitetail Only Seasons,0,2,2,3,50,13,NA,NA,NA,NA,white tailed deer only,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Whitetail Only Seasons,4.9,7.1,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,All Whitetail Only Rifle Seasons,0,2,2,3,50,13,NA,NA,NA,R,white tailed deer only,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Whitetail Only Rifle Seasons,4.9,7.1,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,2nd season rifle Antlered (Does not include PLO),64,NA,64,90,72,NA,NA,O,10,R,NA,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 2nd season rifle Antlered (Does not include PLO),145.7,211.8,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,3rd season rifle Antlered (Does not include PLO),20,NA,20,28,71,NA,NA,O,140,R,NA,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 3rd season rifle Antlered (Does not include PLO),45.3,65.9,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,4th  season rifle Antlered (Does not include PLO),10,NA,10,19,51,NA,NA,O,268,R,NA,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 4th  season rifle Antlered (Does not include PLO),30.8,44.7,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,2nd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,2,R,NA,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,3rd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,3,R,NA,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,4th  season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,4,R,NA,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,Either Sex Muzzleloader,9,0,9,35,27,204,NA,NA,NA,NA,NA,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 Either Sex Muzzleloader,56.7,82.3,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,Antlered Muzzleloader,9,NA,9,35,27,NA,NA,NA,NA,NA,NA,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 Antlered Muzzleloader,56.7,82.3,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
6,Antlerless Muzzleloader,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018
7,All manners of take,62,55,117,1006,12,4355,NA,NA,NA,NA,NA,NA,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 All manners of take,2365.1,2705.7,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,All Rifle,38,21,59,407,15,1719,NA,NA,NA,NA,NA,R,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 All Rifle,956.9,1094.6,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,All High Country Rifle Seasons,4,0,4,17,22,79,NA,NA,NA,E,1,R,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 All High Country Rifle Seasons,40,45.7,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,Early and Late Seasons (Includes PLOs),4,0,4,17,22,79,NA,NA,NA,NA,NA,NA,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 Early and Late Seasons (Includes PLOs),40,45.7,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,2nd Rifle Seasons,14,0,14,213,7,977,NA,O,2,R,Included,Included,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 2nd Rifle Seasons,500.8,572.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,3rd Rifle Seasons,4,21,26,141,18,521,NA,O,3,R,Included,Included,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 3rd Rifle Seasons,331.5,379.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,4th Rifle Seasons,16,0,16,37,43,141,NA,O,4,R,Included,Included,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 4th Rifle Seasons,87,99.5,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,All Archery Seasons,11,17,28,289,10,1519,NA,NA,NA,A,NA,NA,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 All Archery Seasons,679.4,777.3,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,2nd season rifle Antlered (Does not include PLO),14,NA,14,153,9,NA,NA,O,11,R,NA,NA,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 2nd season rifle Antlered (Does not include PLO),359.7,411.5,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,3rd season rifle Antlered (Does not include PLO),4,NA,4,97,4,NA,NA,O,141,R,NA,NA,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 3rd season rifle Antlered (Does not include PLO),228,260.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,4th  season rifle Antlered (Does not include PLO),16,NA,16,37,43,NA,NA,O,269,R,NA,NA,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 4th  season rifle Antlered (Does not include PLO),87,99.5,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,2nd season rifle Antlerless (Does not include PLO),NA,0,0,60,0,NA,FALSE,O,2,R,NA,NA,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 2nd season rifle Antlerless (Does not include PLO),141.1,161.4,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,3rd season rifle Antlerless (Does not include PLO),NA,13,13,44,30,NA,FALSE,O,3,R,NA,NA,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 3rd season rifle Antlerless (Does not include PLO),103.4,118.3,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,4th  season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,4,R,NA,NA,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,Either Sex Muzzleloader,13,16,29,309,10,1118,NA,NA,NA,NA,NA,NA,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 Either Sex Muzzleloader,726.5,831.1,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,Antlered Muzzleloader,13,NA,13,211,6,NA,NA,NA,NA,NA,NA,NA,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 Antlered Muzzleloader,496.1,567.5,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
7,Antlerless Muzzleloader,NA,16,16,99,16,NA,NA,NA,NA,NA,NA,NA,NA,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 Antlerless Muzzleloader,232.8,266.3,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576
8,All manners of take,124,117,241,1335,18,6720,NA,NA,NA,NA,NA,NA,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 All manners of take,1741.1,2276.5,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,All Rifle,84,35,119,616,19,2626,NA,NA,NA,NA,NA,R,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 All Rifle,803.4,1050.5,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,2nd Rifle Seasons,29,18,47,284,16,1246,NA,O,2,R,Included,Included,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 2nd Rifle Seasons,370.4,484.3,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,3rd Rifle Seasons,26,13,39,238,16,1063,NA,O,3,R,Included,Included,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 3rd Rifle Seasons,310.4,405.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,4th Rifle Seasons,29,0,29,89,33,308,NA,O,4,R,Included,Included,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 4th Rifle Seasons,116.1,151.8,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,All Archery Seasons,17,71,88,404,22,2818,NA,NA,NA,A,NA,NA,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 All Archery Seasons,526.9,688.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,"All Damage, Auction/Raffle & Misc. Hunts",0,4,4,5,80,8,NA,NA,NA,NA,NA,NA,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305","8 All Damage, Auction/Raffle & Misc. Hunts",6.5,8.5,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,2nd season rifle Antlered (Does not include PLO),29,NA,29,194,15,NA,NA,O,12,R,NA,NA,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 2nd season rifle Antlered (Does not include PLO),253,330.8,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,3rd season rifle Antlered (Does not include PLO),26,NA,26,176,15,NA,NA,O,142,R,NA,NA,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 3rd season rifle Antlered (Does not include PLO),229.5,300.1,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,4th  season rifle Antlered (Does not include PLO),29,NA,29,89,33,NA,NA,O,270,R,NA,NA,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 4th  season rifle Antlered (Does not include PLO),116.1,151.8,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,2nd season rifle Antlerless (Does not include PLO),NA,18,18,90,20,NA,FALSE,O,2,R,NA,NA,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 2nd season rifle Antlerless (Does not include PLO),117.4,153.5,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,3rd season rifle Antlerless (Does not include PLO),NA,13,13,62,21,NA,FALSE,O,3,R,NA,NA,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 3rd season rifle Antlerless (Does not include PLO),80.9,105.7,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,4th  season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,4,R,NA,NA,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,Either Sex Muzzleloader,23,11,33,314,11,1276,NA,NA,NA,NA,NA,NA,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 Either Sex Muzzleloader,409.5,535.5,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,Antlered Muzzleloader,23,NA,23,206,11,NA,NA,NA,NA,NA,NA,NA,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 Antlered Muzzleloader,268.7,351.3,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
8,Antlerless Muzzleloader,NA,11,11,109,10,NA,NA,NA,NA,NA,NA,NA,NA,  767,  586,76%,40.85336261328245,-105.72469602241878,"  490,711","  375,305",8 Antlerless Muzzleloader,142.2,185.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8533626132824/-105.724696022419
9,All manners of take,113,58,171,270,63,1602,NA,NA,NA,NA,NA,NA,NA,  676,    3,0%,40.843697728765896,-105.11358860737788,"  432,825","    2,056",9 All manners of take,399.2,84033.7,https://webmap.onxmaps.com/hunt/map#9.45/40.8436977287659/-105.113588607378
9,All Rifle,102,50,152,202,75,1331,NA,NA,NA,NA,NA,R,NA,  676,    3,0%,40.843697728765896,-105.11358860737788,"  432,825","    2,056",9 All Rifle,298.7,62869.6,https://webmap.onxmaps.com/hunt/map#9.45/40.8436977287659/-105.113588607378
9,Early and Late Seasons (Includes PLOs),102,46,148,198,75,1327,NA,NA,NA,NA,NA,NA,NA,  676,    3,0%,40.843697728765896,-105.11358860737788,"  432,825","    2,056",9 Early and Late Seasons (Includes PLOs),292.8,61624.7,https://webmap.onxmaps.com/hunt/map#9.45/40.8436977287659/-105.113588607378
9,2nd Rifle Seasons,0,4,4,4,100,4,NA,O,2,R,Included,Included,NA,  676,    3,0%,40.843697728765896,-105.11358860737788,"  432,825","    2,056",9 2nd Rifle Seasons,5.9,1244.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8436977287659/-105.113588607378
9,All Archery Seasons,11,9,20,54,36,203,NA,NA,NA,A,NA,NA,NA,  676,    3,0%,40.843697728765896,-105.11358860737788,"  432,825","    2,056",9 All Archery Seasons,79.8,16806.7,https://webmap.onxmaps.com/hunt/map#9.45/40.8436977287659/-105.113588607378
9,2nd season rifle Antlered (Does not include PLO),0,NA,0,0,0,NA,NA,O,13,R,NA,NA,NA,  676,    3,0%,40.843697728765896,-105.11358860737788,"  432,825","    2,056",9 2nd season rifle Antlered (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.8436977287659/-105.113588607378
9,2nd season rifle Antlerless (Does not include PLO),NA,4,4,4,100,NA,FALSE,O,2,R,NA,NA,NA,  676,    3,0%,40.843697728765896,-105.11358860737788,"  432,825","    2,056",9 2nd season rifle Antlerless (Does not include PLO),5.9,1244.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8436977287659/-105.113588607378
9,Either Sex Muzzleloader,0,0,0,15,0,69,NA,NA,NA,NA,NA,NA,NA,  676,    3,0%,40.843697728765896,-105.11358860737788,"  432,825","    2,056",9 Either Sex Muzzleloader,22.2,4668.5,https://webmap.onxmaps.com/hunt/map#9.45/40.8436977287659/-105.113588607378
9,Antlered Muzzleloader,0,NA,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,  676,    3,0%,40.843697728765896,-105.11358860737788,"  432,825","    2,056",9 Antlered Muzzleloader,13.3,2801.1,https://webmap.onxmaps.com/hunt/map#9.45/40.8436977287659/-105.113588607378
9,Antlerless Muzzleloader,NA,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,  676,    3,0%,40.843697728765896,-105.11358860737788,"  432,825","    2,056",9 Antlerless Muzzleloader,8.9,1867.4,https://webmap.onxmaps.com/hunt/map#9.45/40.8436977287659/-105.113588607378
10,All manners of take,58,0,58,67,86,436,NA,NA,NA,NA,NA,NA,NA,"1,430",  888,62%,40.30322739112264,-108.77259687033796,"  915,335","  568,381",10 All manners of take,46.8,75.4,https://webmap.onxmaps.com/hunt/map#9.45/40.3032273911226/-108.772596870338
10,All Rifle,44,0,44,47,93,237,NA,NA,NA,NA,NA,R,NA,"1,430",  888,62%,40.30322739112264,-108.77259687033796,"  915,335","  568,381",10 All Rifle,32.9,52.9,https://webmap.onxmaps.com/hunt/map#9.45/40.3032273911226/-108.772596870338
10,All Ranching For Wildlife Seasons,1,0,1,1,100,8,NA,W,NA,NA,NA,NA,NA,"1,430",  888,62%,40.30322739112264,-108.77259687033796,"  915,335","  568,381",10 All Ranching For Wildlife Seasons,0.7,1.1,https://webmap.onxmaps.com/hunt/map#9.45/40.3032273911226/-108.772596870338
10,2nd Rifle Seasons,23,0,23,26,87,139,NA,O,2,R,Included,Included,NA,"1,430",  888,62%,40.30322739112264,-108.77259687033796,"  915,335","  568,381",10 2nd Rifle Seasons,18.2,29.3,https://webmap.onxmaps.com/hunt/map#9.45/40.3032273911226/-108.772596870338
10,3rd Rifle Seasons,19,0,19,19,100,74,NA,O,3,R,Included,Included,NA,"1,430",  888,62%,40.30322739112264,-108.77259687033796,"  915,335","  568,381",10 3rd Rifle Seasons,13.3,21.4,https://webmap.onxmaps.com/hunt/map#9.45/40.3032273911226/-108.772596870338
10,All Archery Seasons,7,0,7,10,65,154,NA,NA,NA,A,NA,NA,NA,"1,430",  888,62%,40.30322739112264,-108.77259687033796,"  915,335","  568,381",10 All Archery Seasons,7,11.3,https://webmap.onxmaps.com/hunt/map#9.45/40.3032273911226/-108.772596870338
10,"All Damage, Auction/Raffle & Misc. Hunts",1,0,1,1,100,16,NA,NA,NA,NA,NA,NA,NA,"1,430",  888,62%,40.30322739112264,-108.77259687033796,"  915,335","  568,381","10 All Damage, Auction/Raffle & Misc. Hunts",0.7,1.1,https://webmap.onxmaps.com/hunt/map#9.45/40.3032273911226/-108.772596870338
10,2nd season rifle Antlered (Does not include PLO),23,NA,23,26,87,NA,NA,O,14,R,NA,NA,NA,"1,430",  888,62%,40.30322739112264,-108.77259687033796,"  915,335","  568,381",10 2nd season rifle Antlered (Does not include PLO),18.2,29.3,https://webmap.onxmaps.com/hunt/map#9.45/40.3032273911226/-108.772596870338
10,3rd season rifle Antlered (Does not include PLO),19,NA,19,19,100,NA,NA,O,143,R,NA,NA,NA,"1,430",  888,62%,40.30322739112264,-108.77259687033796,"  915,335","  568,381",10 3rd season rifle Antlered (Does not include PLO),13.3,21.4,https://webmap.onxmaps.com/hunt/map#9.45/40.3032273911226/-108.772596870338
10,2nd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,2,R,NA,NA,NA,"1,430",  888,62%,40.30322739112264,-108.77259687033796,"  915,335","  568,381",10 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.3032273911226/-108.772596870338
10,3rd season rifle Antlerless (Does not include PLO),NA,0,0,0,0,NA,FALSE,O,3,R,NA,NA,NA,"1,430",  888,62%,40.30322739112264,-108.77259687033796,"  915,335","  568,381",10 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.3032273911226/-108.772596870338
10,Either Sex Muzzleloader,7,0,7,10,73,45,NA,NA,NA,NA,NA,NA,NA,"1,430",  888,62%,40.30322739112264,-108.77259687033796,"  915,335","  568,381",10 Either Sex Muzzleloader,7,11.3,https://webmap.onxmaps.com/hunt/map#9.45/40.3032273911226/-108.772596870338
10,Antlered Muzzleloader,7,NA,7,10,73,NA,NA,NA,NA,NA,NA,NA,NA,"1,430",  888,62%,40.30322739112264,-108.77259687033796,"  915,335","  568,381",10 Antlered Muzzleloader,7,11.3,https://webmap.onxmaps.com/hunt/map#9.45/40.3032273911226/-108.772596870338
10,Antlerless Muzzleloader,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"1,430",  888,62%,40.30322739112264,-108.77259687033796,"  915,335","  568,381",10 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.3032273911226/-108.772596870338
11,All manners of take,263,26,288,600,48,2304,NA,NA,NA,NA,NA,NA,NA,"1,050",  700,67%,40.301233903831125,-108.2265606800728,"  671,824","  447,886",11 All manners of take,571.6,857.4,https://webmap.onxmaps.com/hunt/map#9.45/40.3012339038311/-108.226560680073
11,All Rifle,259,26,284,560,51,2050,NA,NA,NA,NA,NA,R,NA,"1,050",  700,67%,40.301233903831125,-108.2265606800728,"  671,824","  447,886",11 All Rifle,533.5,800.2,https://webmap.onxmaps.com/hunt/map#9.45/40.3012339038311/-108.226560680073
11,All Ranching For Wildlife Seasons,3,0,3,7,43,24,NA,W,NA,NA,NA,NA,NA,"1,050",  700,67%,40.301233903831125,-108.2265606800728,"  671,824","  447,886",11 All Ranching For Wildlife Seasons,6.7,10,https://webmap.onxmaps.com/hunt/map#9.45/40.3012339038311/-108.226560680073
11,2nd Rifle Seasons,68,6,74,208,36,761,NA,O,2,R,Included,Included,NA,"1,050",  700,67%,40.301233903831125,-108.2265606800728,"  671,824","  447,886",11 2nd Rifle Seasons,198.1,297.2,https://webmap.onxmaps.com/hunt/map#9.45/40.3012339038311/-108.226560680073
11,3rd Rifle Seasons,178,10,188,309,61,1160,NA,O,3,R,Included,Included,NA,"1,050",  700,67%,40.301233903831125,-108.2265606800728,"  671,824","  447,886",11 3rd Rifle Seasons,294.4,441.5,https://webmap.onxmaps.com/hunt/map#9.45/40.3012339038311/-108.226560680073
11,4th Rifle Seasons,10,10,19,36,54,105,NA,O,4,R,Included,Included,NA,"1,050",  700,67%,40.301233903831125,-108.2265606800728,"  671,824","  447,886",11 4th Rifle Seasons,34.3,51.4,https://webmap.onxmaps.com/hunt/map#9.45/40.3012339038311/-108.226560680073
11,All Archery Seasons,4,0,4,22,18,183,NA,NA,NA,A,NA,NA,NA,"1,050",  700,67%,40.301233903831125,-108.2265606800728,"  671,824","  447,886",11 All Archery Seasons,21,31.4,https://webmap.onxmaps.com/hunt/map#9.45/40.3012339038311/-108.226560680073
